date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
9/21,2330,摩根大通,8440,1836,258,1578,9.82,1,buy
9/21,2330,永豐金-匯立,0039004100380031,134,1012,-878,5.46,1,sell
9/21,2330,港商野村,1560,1309,262,1047,6.51,2,buy
9/21,2330,香港上海匯豐,8960,9,453,-444,2.76,2,sell
9/21,2330,元大證券,9800,984,177,807,5.02,3,buy
9/21,2330,富邦-陽明,9604,18,240,-222,1.38,3,sell
9/21,2330,台灣摩根士丹利,1470,1130,467,663,4.12,4,buy
9/21,2330,國泰-敦南,8888,110,294,-184,1.14,4,sell
9/21,2330,凱基-台北,9268,603,215,388,2.41,5,buy
9/21,2330,富邦-南京,0039003600310043,4,172,-168,1.05,5,sell
9/21,2330,港商麥格理,1360,971,699,272,1.69,6,buy
9/21,2330,第一金-高雄,5383,14,162,-148,0.92,6,sell
9/21,2330,大和國泰,8890,270,4,266,1.65,7,buy
9/21,2330,宏遠證券,1260,17,144,-127,0.79,7,sell
9/21,2330,國票-台中,0037003700390076,264,1,263,1.64,8,buy
9/21,2330,永豐金證券,0039004100300030,134,260,-126,0.78,8,sell
9/21,2330,國泰證券,8880,252,24,228,1.42,9,buy
9/21,2330,富邦證券,9600,244,340,-96,0.6,9,sell
9/21,2330,凱基-雙和,0039003200300043,222,4,218,1.36,10,buy
9/21,2330,兆豐證券,7000,6,96,-90,0.56,10,sell
9/21,2330,新加坡商瑞銀,1650,870,688,182,1.13,11,buy
9/21,2330,美林,1440,459,542,-83,0.52,11,sell
9/21,2330,元大-敦南,0039003800390050,104,4,100,0.62,12,buy
9/21,2330,元大-天母,0039003800310049,4,73,-69,0.43,12,sell
9/21,2330,凱基,9200,157,59,98,0.61,13,buy
9/21,2330,元大-永春,9852,3,68,-65,0.4,13,sell
9/21,2330,永豐金-台南,0039004100390068,90,12,78,0.49,14,buy
9/21,2330,新光,8560,62,126,-64,0.4,14,sell
9/21,2330,永豐金-松山,0039004100390031,87,14,73,0.45,15,buy
9/21,2330,凱基-站前,0039003200300046,25,83,-58,0.36,15,sell
9/21,2317,美林,1440,1647,741,906,5.4,1,buy
9/21,2317,摩根大通,8440,313,2166,-1853,11.05,1,sell
9/21,2317,凱基-桃園,9208,459,12,447,2.67,2,buy
9/21,2317,美商高盛,1480,367,2031,-1664,9.92,2,sell
9/21,2317,大和國泰,8890,430,0,430,2.56,3,buy
9/21,2317,花旗環球,1590,206,1835,-1629,9.71,3,sell
9/21,2317,元大-金華,9878,218,1,217,1.29,4,buy
9/21,2317,台灣摩根士丹利,1470,432,1652,-1220,7.27,4,sell
9/21,2317,統一-新竹,5857,188,11,177,1.06,5,buy
9/21,2317,港商麥格理,1360,296,589,-293,1.75,5,sell
9/21,2317,元大-潮州,003900380031005a,174,6,168,1.0,6,buy
9/21,2317,凱基-高美館,9215,103,337,-234,1.4,6,sell
9/21,2317,群益金鼎-東門,0039003100380044,132,3,129,0.77,7,buy
9/21,2317,元大證券,9800,419,641,-222,1.32,7,sell
9/21,2317,新加坡商瑞銀,1650,851,725,126,0.75,8,buy
9/21,2317,群益金鼎,9100,31,190,-159,0.95,8,sell
9/21,2317,國泰-台中,8882,120,10,110,0.66,9,buy
9/21,2317,凱基-台北,9268,220,341,-121,0.72,9,sell
9/21,2317,凱基-台南,9211,123,14,109,0.65,10,buy
9/21,2317,元大-彰化民生,003900380039004a,10,74,-64,0.38,10,sell
9/21,2317,國泰-敦南,8888,279,190,89,0.53,11,buy
9/21,2317,凱基,9200,51,105,-54,0.32,11,sell
9/21,2317,台新-緯城,0039004200320041,87,0,87,0.52,12,buy
9/21,2317,元大-沙鹿,0039003800300064,11,64,-53,0.32,12,sell
9/21,2317,富邦-仁愛,9676,136,57,79,0.47,13,buy
9/21,2317,元大-館前,003900380034004b,11,54,-43,0.26,13,sell
9/21,2317,第一金-新竹,0035003300380042,65,2,63,0.38,14,buy
9/21,2317,元大-大天母,9893,11,45,-34,0.2,14,sell
9/21,2317,元大-左營,0039003800390044,76,14,62,0.37,15,buy
9/21,2317,國票-和平,003700370039006a,1,28,-27,0.16,15,sell
9/21,2454,富邦證券,9600,2353,537,1816,16.16,1,buy
9/21,2454,國泰-敦南,8888,112,257,-145,1.29,1,sell
9/21,2454,元大證券,9800,907,383,524,4.66,2,buy
9/21,2454,凱基-台北,9268,354,435,-81,0.72,2,sell
9/21,2454,摩根大通,8440,639,208,431,3.84,3,buy
9/21,2454,兆豐證券,7000,42,114,-72,0.64,3,sell
9/21,2454,美林,1440,418,70,348,3.1,4,buy
9/21,2454,大和國泰,8890,12,82,-70,0.62,4,sell
9/21,2454,台灣摩根士丹利,1470,746,446,300,2.67,5,buy
9/21,2454,國泰-板橋,003800380038004b,15,73,-58,0.52,5,sell
9/21,2454,統一,5850,203,47,156,1.39,6,buy
9/21,2454,玉山證券,8840,32,89,-57,0.51,6,sell
9/21,2454,國泰證券,8880,212,74,138,1.23,7,buy
9/21,2454,台新-五權西,0039004200320035,12,70,-58,0.52,7,sell
9/21,2454,台新,0039004200300030,142,71,71,0.63,8,buy
9/21,2454,土銀,1030,72,127,-55,0.49,8,sell
9/21,2454,永豐金-匯立,0039004100380031,158,93,65,0.58,9,buy
9/21,2454,新光,8560,41,91,-50,0.44,9,sell
9/21,2454,美商高盛,1480,331,266,65,0.58,10,buy
9/21,2454,花旗環球,1590,37,86,-49,0.44,10,sell
9/21,2454,新加坡商瑞銀,1650,492,439,53,0.47,11,buy
9/21,2454,國泰-忠孝,8887,5,53,-48,0.43,11,sell
9/21,2454,群益金鼎,9100,119,67,52,0.46,12,buy
9/21,2454,永豐金-新竹,0039004100390037,11,54,-43,0.38,12,sell
9/21,2454,港商麥格理,1360,86,39,47,0.42,13,buy
9/21,2454,凱基-桃園,9208,5,44,-39,0.35,13,sell
9/21,2454,台新-大昌,0039004200320044,44,9,35,0.31,14,buy
9/21,2454,富邦-敦南,9663,16,51,-35,0.31,14,sell
9/21,2454,永豐金證券,0039004100300030,112,79,33,0.29,15,buy
9/21,2454,元大-復北,9872,19,51,-32,0.28,15,sell
9/21,2308,摩根大通,8440,1712,475,1237,6.5,1,buy
9/21,2308,新加坡商瑞銀,1650,435,893,-458,2.41,1,sell
9/21,2308,元大證券,9800,2755,1763,992,5.21,2,buy
9/21,2308,國泰-敦南,8888,177,488,-311,1.63,2,sell
9/21,2308,富邦證券,9600,963,159,804,4.23,3,buy
9/21,2308,凱基-台北,9268,663,857,-194,1.02,3,sell
9/21,2308,凱基,9200,748,27,721,3.79,4,buy
9/21,2308,富邦-建國,9658,11,143,-132,0.69,4,sell
9/21,2308,統一,5850,667,27,640,3.36,5,buy
9/21,2308,永豐金-匯立,0039004100380031,55,140,-85,0.45,5,sell
9/21,2308,美商高盛,1480,1100,613,487,2.56,6,buy
9/21,2308,富邦-八德,0039003600330041,6,85,-79,0.42,6,sell
9/21,2308,國泰證券,8880,549,67,482,2.53,7,buy
9/21,2308,國泰-台中,8882,50,124,-74,0.39,7,sell
9/21,2308,永豐金證券,0039004100300030,592,118,474,2.49,8,buy
9/21,2308,致和-南京,7038,1,61,-60,0.32,8,sell
9/21,2308,台灣摩根士丹利,1470,1347,933,414,2.18,9,buy
9/21,2308,富邦-仁愛,9676,22,80,-58,0.3,9,sell
9/21,2308,香港上海匯豐,8960,326,4,322,1.69,10,buy
9/21,2308,國泰-板橋,003800380038004b,35,92,-57,0.3,10,sell
9/21,2308,群益金鼎,9100,421,114,307,1.61,11,buy
9/21,2308,國泰-高雄,8881,10,66,-56,0.29,11,sell
9/21,2308,港商麥格理,1360,209,20,189,0.99,12,buy
9/21,2308,富邦-新店,9661,9,65,-56,0.29,12,sell
9/21,2308,國票-敦北法人,0037003700390063,165,7,158,0.83,13,buy
9/21,2308,凱基-三重,9205,7,61,-54,0.28,13,sell
9/21,2308,兆豐證券,7000,161,13,148,0.78,14,buy
9/21,2308,富邦-陽明,9604,20,74,-54,0.28,14,sell
9/21,2308,元大-土城永寧,9875,103,10,93,0.49,15,buy
9/21,2308,永豐金-板新,003900410039004a,7,60,-53,0.28,15,sell
9/21,2382,富邦證券,9600,779,11,768,9.33,1,buy
9/21,2382,摩根大通,8440,76,1492,-1416,17.21,1,sell
9/21,2382,永豐金證券,0039004100300030,789,32,757,9.2,2,buy
9/21,2382,國泰證券,8880,81,750,-669,8.13,2,sell
9/21,2382,美林,1440,518,18,500,6.08,3,buy
9/21,2382,臺銀,1040,5,301,-296,3.6,3,sell
9/21,2382,港商麥格理,1360,513,16,497,6.04,4,buy
9/21,2382,元大證券,9800,867,1127,-260,3.16,4,sell
9/21,2382,美商高盛,1480,709,506,203,2.47,5,buy
9/21,2382,新加坡商瑞銀,1650,269,481,-212,2.58,5,sell
9/21,2382,統一-新竹,5857,100,0,100,1.22,6,buy
9/21,2382,台灣摩根士丹利,1470,300,445,-145,1.76,6,sell
9/21,2382,凱基-林口,9257,79,2,77,0.94,7,buy
9/21,2382,群益金鼎,9100,45,133,-88,1.07,7,sell
9/21,2382,台新,0039004200300030,71,7,64,0.78,8,buy
9/21,2382,元大-台中中港,0039003800390042,0,77,-77,0.94,8,sell
9/21,2382,永豐金-匯立,0039004100380031,64,7,57,0.69,9,buy
9/21,2382,花旗環球,1590,29,84,-55,0.67,9,sell
9/21,2382,富邦-三重,9677,104,52,52,0.63,10,buy
9/21,2382,港商野村,1560,109,159,-50,0.61,10,sell
9/21,2382,康和,8450,50,0,50,0.61,11,buy
9/21,2382,國泰-館前,0038003800380041,17,63,-46,0.56,11,sell
9/21,2382,統一,5850,47,5,42,0.51,12,buy
9/21,2382,富邦-台南,9667,4,32,-28,0.34,12,sell
9/21,2382,玉山-城中,0038003800340045,38,5,33,0.4,13,buy
9/21,2382,兆豐證券,7000,6,32,-26,0.32,13,sell
9/21,2382,凱基,9200,25,0,25,0.3,14,buy
9/21,2382,群益金鼎-三民,9188,0,24,-24,0.29,14,sell
9/21,2382,富邦-南京,0039003600310043,25,2,23,0.28,15,buy
9/21,2382,玉山-大里,003800380034004a,1,24,-23,0.28,15,sell
9/21,2891,新加坡商瑞銀,1650,6263,764,5499,25.94,1,buy
9/21,2891,美林,1440,1031,2331,-1300,6.13,1,sell
9/21,2891,摩根大通,8440,3536,2232,1304,6.15,2,buy
9/21,2891,台新-台北,0039004200320030,0,762,-762,3.6,2,sell
9/21,2891,永豐金-匯立,0039004100380031,663,23,640,3.02,3,buy
9/21,2891,台灣摩根士丹利,1470,1135,1806,-671,3.17,3,sell
9/21,2891,香港上海匯豐,8960,623,59,564,2.66,4,buy
9/21,2891,凱基-台北,9268,1124,1701,-577,2.72,4,sell
9/21,2891,元大證券,9800,1317,823,494,2.33,5,buy
9/21,2891,富邦證券,9600,185,756,-571,2.69,5,sell
9/21,2891,美商高盛,1480,1734,1329,405,1.91,6,buy
9/21,2891,港商野村,1560,0,452,-452,2.13,6,sell
9/21,2891,中國信託,6160,463,112,351,1.66,7,buy
9/21,2891,富邦-永和,9654,24,252,-228,1.08,7,sell
9/21,2891,群益金鼎,9100,386,47,339,1.6,8,buy
9/21,2891,國泰-敦南,8888,80,257,-177,0.84,8,sell
9/21,2891,康和-仁愛,0038003400350046,100,1,99,0.47,9,buy
9/21,2891,法銀巴黎,8900,27,194,-167,0.79,9,sell
9/21,2891,統一-三重,003500380035004a,70,0,70,0.33,10,buy
9/21,2891,元大-天母,0039003800310049,1,137,-136,0.64,10,sell
9/21,2891,群益金鼎-新莊,0039003100380047,45,5,40,0.19,11,buy
9/21,2891,永豐金-新竹,0039004100390037,0,110,-110,0.52,11,sell
9/21,2891,凱基,9200,286,253,33,0.16,12,buy
9/21,2891,兆豐-高雄,003700300030005a,2,110,-108,0.51,12,sell
9/21,2891,國泰證券,8880,32,0,32,0.15,13,buy
9/21,2891,元大-敦南,0039003800390050,1,105,-104,0.49,13,sell
9/21,2891,兆豐-台南,7006,36,5,31,0.15,14,buy
9/21,2891,台新-信義,0039004200320048,2,104,-102,0.48,14,sell
9/21,2891,凱基-板橋,0039003200300041,31,1,30,0.14,15,buy
9/21,2891,新光,8560,18,119,-101,0.48,15,sell
9/21,2881,美商高盛,1480,2063,416,1647,10.82,1,buy
9/21,2881,美林,1440,332,1006,-674,4.43,1,sell
9/21,2881,永豐金-匯立,0039004100380031,1326,0,1326,8.71,2,buy
9/21,2881,元大證券,9800,803,1189,-386,2.54,2,sell
9/21,2881,新加坡商瑞銀,1650,1459,458,1001,6.58,3,buy
9/21,2881,兆豐-城中,0037003000300057,487,841,-354,2.33,3,sell
9/21,2881,摩根大通,8440,1077,215,862,5.66,4,buy
9/21,2881,台灣摩根士丹利,1470,981,1333,-352,2.31,4,sell
9/21,2881,港商野村,1560,849,8,841,5.53,5,buy
9/21,2881,富邦-台北,9623,18,280,-262,1.72,5,sell
9/21,2881,凱基-台北,9268,1230,449,781,5.13,6,buy
9/21,2881,新光,8560,20,197,-177,1.16,6,sell
9/21,2881,富邦證券,9600,1427,740,687,4.51,7,buy
