date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
9/23,2330,凱基-台北,9268,1628,128,1500,6.82,1,buy
9/23,2330,永豐金證券,0039004100300030,174,513,-339,1.54,1,sell
9/23,2330,美林,1440,2653,1202,1451,6.6,2,buy
9/23,2330,富邦證券,9600,193,456,-263,1.2,2,sell
9/23,2330,美商高盛,1480,2249,944,1305,5.94,3,buy
9/23,2330,統一,5850,85,346,-261,1.19,3,sell
9/23,2330,大和國泰,8890,1060,0,1060,4.82,4,buy
9/23,2330,兆豐證券,7000,19,233,-214,0.97,4,sell
9/23,2330,台灣摩根士丹利,1470,1633,628,1005,4.57,5,buy
9/23,2330,凱基-雙和,0039003200300043,0,203,-203,0.92,5,sell
9/23,2330,統一-內湖,0035003800350062,900,6,894,4.07,6,buy
9/23,2330,國泰-敦南,8888,120,308,-188,0.86,6,sell
9/23,2330,元大證券,9800,1224,461,763,3.47,7,buy
9/23,2330,凱基-站前,0039003200300046,50,222,-172,0.78,7,sell
9/23,2330,新加坡商瑞銀,1650,1581,898,683,3.11,8,buy
9/23,2330,凱基,9200,117,264,-147,0.67,8,sell
9/23,2330,港商野村,1560,554,128,426,1.94,9,buy
9/23,2330,元大-台北,0039003800300068,5,135,-130,0.59,9,sell
9/23,2330,國泰證券,8880,340,119,221,1.01,10,buy
9/23,2330,第一金-路竹,0035003300380050,2,133,-131,0.6,10,sell
9/23,2330,國票-敦北法人,0037003700390063,130,3,127,0.58,11,buy
9/23,2330,花旗環球,1590,785,896,-111,0.51,11,sell
9/23,2330,摩根大通,8440,1614,1502,112,0.51,12,buy
9/23,2330,國泰-台中,8882,20,126,-106,0.48,12,sell
9/23,2330,華南永昌,9300,146,48,98,0.45,13,buy
9/23,2330,台新,0039004200300030,37,137,-100,0.45,13,sell
9/23,2330,永豐金-匯立,0039004100380031,149,76,73,0.33,14,buy
9/23,2330,華南永昌-高雄,9303,5,94,-89,0.4,14,sell
9/23,2330,玉山證券,8840,108,63,45,0.2,15,buy
9/23,2330,國泰-館前,0038003800380041,15,99,-84,0.38,15,sell
9/23,2317,美商高盛,1480,4452,503,3949,11.04,1,buy
9/23,2317,摩根大通,8440,1224,4691,-3467,9.7,1,sell
9/23,2317,元大-松江,9801,3342,23,3319,9.28,2,buy
9/23,2317,凱基-桃園,9208,9,485,-476,1.33,2,sell
9/23,2317,台灣摩根士丹利,1470,2822,869,1953,5.46,3,buy
9/23,2317,富邦-頭份,0039003600320050,6,377,-371,1.04,3,sell
9/23,2317,元大證券,9800,3625,2293,1332,3.73,4,buy
9/23,2317,國泰-敦南,8888,325,580,-255,0.71,4,sell
9/23,2317,美林,1440,1492,234,1258,3.52,5,buy
9/23,2317,元大-金華,9878,10,207,-197,0.55,5,sell
9/23,2317,新加坡商瑞銀,1650,2127,1271,856,2.39,6,buy
9/23,2317,富邦-新店,9661,22,177,-155,0.43,6,sell
9/23,2317,中國信託,6160,779,87,692,1.94,7,buy
9/23,2317,元大-豐原站前,0039003800390057,40,194,-154,0.43,7,sell
9/23,2317,永豐金-匯立,0039004100380031,891,226,665,1.86,8,buy
9/23,2317,新光,8560,70,207,-137,0.38,8,sell
9/23,2317,凱基,9200,633,8,625,1.75,9,buy
